pair_id,article_id,market_id,article_url,article_title,context_excerpt,evidence_text,quoted_price,quoted_price_unit,source_notes,publication_time,source_type,platform,topic,match_status,snapshot_status,double_code,coder_id,market_probability_present,probability_as_public_opinion,representativeness_caveat,market_quality_caveat,certainty_language,democratic_language,horse_race_frame,overreach_severity,notes
564fff2211e91237,kalshi_archive_027,KXNEXTTEAMNBA-26LJAM,https://news.kalshi.com/p/lebron-james-next-team-odds-market-golden-state,LeBron James next team odds: Golden State holds at 25% despite Shams report,"LeBron James next team odds: Golden State holds at 25% despite Shams report Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts LeBron James next team odds: Golden State holds at 25% despite Shams report LeBron James next team odds: Golden State holds at 25% despite Shams report Cleveland leads at 42%, but Golden State's chances remain elevated despite reports to the contrary. By Danny Gallagher Jul 15, 2026 Despite reports Tuesday ",Kalshi traders still have Golden State at 25%,25,%,Discovered from Kalshi News archive page 3,2026-07-15T22:52:32.232Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,1,0,1,1,0,1,2, b heuristic annotation.
f921beda841ca86e,kalshi_archive_010,KXRT-SPI,https://news.kalshi.com/p/spider-man-brand-new-day-rotten-tomatoes-odds,Spider-Man: Brand New Day Rotten Tomatoes odds,Spider-Man: Brand New Day Rotten Tomatoes odds: Tom Holland's return could be an instant classic Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts Spider-Man: Brand New Day Rotten Tomatoes odds: Tom Holland's return could be an instant classic Spider-Man: Brand New Day Rotten Tomatoes odds: Tom Holland's return could be an instant classic Kalshi markets currently forecast a 90.9% Rotten Tomatoes score for the July 31 release. By D,90.9%,90.9,%,Discovered from Kalshi News archive page 2,2026-07-21T12:12:47.556Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,0,0,1,0,0,1,1, b heuristic annotation.
4becebc80a15975a,kalshi_archive_028,KXDST-27JAN01,https://news.kalshi.com/p/daylight-saving-time-permanent-odds,Will Daylight Saving Time become permanent?,"Will Daylight Saving Time become permanent? Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts Will Daylight Saving Time become permanent? Odds are rising, but don't hold your breath. Will Daylight Saving Time become permanent? Odds are rising, but don't hold your breath. The House passed the Sunshine Protection Act 308-117, but Kalshi markets give it just a 23% chance of becoming law this year. By Danny Gallagher Jul 15, 2026 The ",23%,23,%,Discovered from Kalshi News archive page 4,2026-07-15T21:49:30.032Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,0,0,1,1,0,1,1, b heuristic annotation.
8b864c42c5d5053e,kalshi_archive_033,KXMENWORLDCUP-26,https://news.kalshi.com/p/france-vs-spain-semifinal-odds-predictions-world-cup,France vs. Spain semifinal odds: Traders make Les Bleus the favorite at 58%,"France vs. Spain semifinal odds: Traders make Les Bleus the favorite at 58% Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts France vs. Spain semifinal odds: Traders make Les Bleus the favorite at 58% France vs. Spain semifinal odds: Traders make Les Bleus the favorite at 58% Kalshi traders price France with a slight edge, but whoever wins likely becomes the World Cup favorite. By Kalshi News Jul 14, 2026 The 2026 World Cup semif",38%,38,%,Discovered from Kalshi News archive page 4,2026-07-14T18:12:50.621Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,1,0,1,1,0,1,2, b heuristic annotation.
f9909aa9d3ee2f3a,kalshi_archive_037,KXMAYORLA-26,https://news.kalshi.com/p/la-mayor-price-distortion-corrects-in-seconds,Price distortion in LA mayor's race corrects within seconds,"Price distortion in LA mayor's race corrects within seconds Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts Price Distortion in LA Mayor’s Race Corrects Within Seconds: A Case Study Price Distortion in LA Mayor’s Race Corrects Within Seconds: A Case Study Prediction markets are, by construction, self-correcting, ensuring that any attempts to distort prices are both short-lived and financially costly. By Kalshi News Jul 14, 2026 ",KXMAYORLA-26,,,Discovered from Kalshi News archive page 5,2026-07-14T10:19:35.501Z,platform_owned,kalshi,,exact_identifier,unavailable,0,b,0,0,0,0,0,0,1,1, b heuristic annotation.
20c555defc904f69,kalshi_archive_019,KXWCGOALLEADER-26,https://news.kalshi.com/p/france-vs-england-world-cup-third-place-odds-predictions,"France vs. England World Cup third-place odds: Mbappé, Deschamps' farewell","France vs. England World Cup third-place odds: Mbappé, Deschamps' farewell Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts France vs. England World Cup third-place odds: one last chance for Mbappé, one last game for Deschamps France vs. England World Cup third-place odds: one last chance for Mbappé, one last game for Deschamps Kalshi traders price France at 70% to win bronze, but England isn't just here to make up the numbers.",official Golden Boot,59.5,%,Discovered from Kalshi News archive page 3,2026-07-18T20:13:16.962Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,1,0,1,0,0,1,2, b heuristic annotation.
47555d5d58509334,kalshi_archive_020,KXSCRSENS-26,https://news.kalshi.com/p/south-carolina-senate-primary-odds-darline-graham-nordone-favorite,South Carolina Senate primary odds: Graham's sister opens as heavy favorite,"South Carolina Senate primary odds: Graham's sister opens as heavy favorite Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts South Carolina Senate primary odds: Graham's sister opens as heavy favorite South Carolina Senate primary odds: Graham's sister opens as heavy favorite Traders put Darline Graham Nordone at 65%, with Rep. Ralph Norman at 23% By Danny Gallagher Jul 18, 2026 Prediction markets are pricing in an early favorite",65%,65,%,Discovered from Kalshi News archive page 3,2026-07-18T00:57:09.238Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,1,0,0,1,0,1,2, b heuristic annotation.
bebba948bb1fd580,kalshi_archive_012,KXLUV-26JULFARE,https://news.kalshi.com/p/the-week-ahead-big-business-and-big-brother,"Big Brother, Zyn & company KPI odds this week","Big Brother, Zyn & company KPI odds this week Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts The week ahead: Big business and Big Brother The week ahead: Big business and Big Brother From KPIs to the KPOW index, here are the markets that matter for the week of July 20. By Jack Kuveke Jul 20, 2026 Image credit: CBS | Kalshi is not affiliated with Big Brother. Good afternoon, traders. I hope that your weekend was enjoyable and re",Southwest Airlines average passenger fare in Q2?,,,Discovered from Kalshi News archive page 2,2026-07-20T20:31:10.149Z,platform_owned,kalshi,,exact_identifier,unavailable,0,b,1,0,0,0,0,0,1,2, b heuristic annotation.
229606109640a582,kalshi_archive_026,KXPGAROUNDSCORE-THOC26R1,https://news.kalshi.com/p/the-open-championship-round-1-odds-predictions-royal-birkdale,The Open Championship odds: Scheffler favored as round 1 unfolds at Royal Birkdale,"The Open Championship odds: Scheffler favored as round 1 unfolds at Royal Birkdale Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts The Open Championship odds: Scheffler favored as round 1 unfolds at Royal Birkdale The Open Championship odds: Scheffler favored as round 1 unfolds at Royal Birkdale Smalley leads the round 1 market at 21%, while Scheffler sits at 20% to win the Claret Jug By Kalshi News Jul 16, 2026 The 154th Open C",93%,21,%,Discovered from Kalshi News archive page 3,2026-07-16T12:30:53.986Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,0,0,0,1,0,1,2, b heuristic annotation.
210d1789ec445b7f,kalshi_archive_016,KXWCAWARD-26GBALL,https://news.kalshi.com/p/world-cup-2026-award-odds-golden-boot-golden-ball,"World Cup award odds: Who will win the Golden Boot, Golden Ball, and more?","World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? With the final just hours away, Kalshi markets are pricing every major award By Kalshi News Jul 19, 2026 The 2026 World Cup final is tomorrow at MetLife Stadiu",90%,90,%,Discovered from Kalshi News archive page 2,2026-07-19T02:15:05.736Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,0,0,1,0,0,1,1, b heuristic annotation.
9a3d4a4453bff7b6,kalshi_archive_016,KXWCAWARD-26SBOOT,https://news.kalshi.com/p/world-cup-2026-award-odds-golden-boot-golden-ball,"World Cup award odds: Who will win the Golden Boot, Golden Ball, and more?","World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? With the final just hours away, Kalshi markets are pricing every major award By Kalshi News Jul 19, 2026 The 2026 World Cup final is tomorrow at MetLife Stadiu",Silver Boot,93,%,Discovered from Kalshi News archive page 2,2026-07-19T02:15:05.736Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,0,0,1,0,0,1,1, b heuristic annotation.
bbc2a2c7c99ba7b8,kalshi_archive_018,KXNBATEAMANNOUNCE-26LJAMES23,https://news.kalshi.com/p/lebron-james-next-team-odds-miami-heat-surge,LeBron James next team odds: Miami's odds skyrocket as decision looms,"LeBron James next team odds: Miami's odds skyrocket as decision looms Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts LeBron James next team odds: Miami's odds skyrocket as decision looms LeBron James next team odds: Miami's odds skyrocket as decision looms Traders now give the Heat a 53% chance to land James, with the Cavaliers' odds falling to 24%. By Kalshi News Jul 18, 2026 LeBron James is still without a team, but Kalshi tr",85%,85,%,Discovered from Kalshi News archive page 2,2026-07-18T21:35:18.907Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,0,0,1,1,0,1,1, b heuristic annotation.
8cb60c28d6627474,kalshi_archive_012,KXCBDECISIONEU-26JUL23,https://news.kalshi.com/p/the-week-ahead-big-business-and-big-brother,"Big Brother, Zyn & company KPI odds this week","Big Brother, Zyn & company KPI odds this week Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts The week ahead: Big business and Big Brother The week ahead: Big business and Big Brother From KPIs to the KPOW index, here are the markets that matter for the week of July 20. By Jack Kuveke Jul 20, 2026 Image credit: CBS | Kalshi is not affiliated with Big Brother. Good afternoon, traders. I hope that your weekend was enjoyable and re",European Central Bank rate decision in July?,,,Discovered from Kalshi News archive page 2,2026-07-20T20:31:10.149Z,platform_owned,kalshi,,exact_identifier,unavailable,0,b,1,0,0,0,0,0,1,2, b heuristic annotation.
980b76e23a6654ce,kalshi_archive_030,KXMENWORLDCUP-26,https://news.kalshi.com/p/england-vs-argentina-world-cup-semifinal-odds-predictions,England vs. Argentina World Cup semifinal odds and predictions: can the Three Lions end a 60-year wait,"England vs. Argentina World Cup semifinal odds and predictions: can the Three Lions end a 60-year wait Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts England vs. Argentina World Cup semifinal odds and predictions: can the Three Lions end a 60-year wait England vs. Argentina World Cup semifinal odds and predictions: can the Three Lions end a 60-year wait Traders give England a 54% chance to reach the final, but Messi and Argenti",57.4%,54,%,Discovered from Kalshi News archive page 4,2026-07-15T18:10:24.473Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,1,0,1,1,0,1,2, b heuristic annotation.
f03d1d33a603d6ca,kalshi_archive_029,KXRT-ODY,https://news.kalshi.com/p/the-odyssey-rotten-tomatoes-odds-new-high,The Odyssey's Rotten Tomatoes odds hit new all-time-high,"The Odyssey's Rotten Tomatoes odds hit new all-time-high Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts The Odyssey's Rotten Tomatoes odds hit new all-time-high The Odyssey's Rotten Tomatoes odds hit new all-time-high Kalshi traders now predict the film's score will land above 96%. By Danny Gallagher Jul 15, 2026 Christopher Nolan’s The Odyssey saw its review embargo lift Wednesday, resulting in one of the strongest Rotten Toma",forecast has now climbed to 96.1%,96.1,%,Discovered from Kalshi News archive page 4,2026-07-15T20:07:40.830Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,1,0,1,0,0,1,2, b heuristic annotation.
d1afe3b5f6a28912,kalshi_archive_016,KXWCAWARD-26BYP,https://news.kalshi.com/p/world-cup-2026-award-odds-golden-boot-golden-ball,"World Cup award odds: Who will win the Golden Boot, Golden Ball, and more?","World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? With the final just hours away, Kalshi markets are pricing every major award By Kalshi News Jul 19, 2026 The 2026 World Cup final is tomorrow at MetLife Stadiu",79%,79,%,Discovered from Kalshi News archive page 2,2026-07-19T02:15:05.736Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,0,0,1,0,0,1,1, b heuristic annotation.
ec9a5dc59fbbfce6,kalshi_archive_032,KXSCRSENS-26,https://news.kalshi.com/p/replacing-graham-south-carolina-senate-odds-american-power-index,Replacing Graham: SC Senate odds and the American Power Index,"Replacing Graham: SC Senate odds and the American Power Index Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts Replacing Graham: South Carolina Senate odds and the American Power Index Replacing Graham: South Carolina Senate odds and the American Power Index Fry leads at 65%, Republicans hold an 85% chance of keeping the seat, and the American Power Index remains at +2.0 R By William Hoey Jul 14, 2026 Senator Lindsey Graham died ",one to replace him as the Republican nominee for the upcoming November election,85,%,Discovered from Kalshi News archive page 4,2026-07-14T22:22:50.616Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,2,0,0,1,1,1,3, b heuristic annotation.
038e94ca4bb3ea38,kalshi_archive_005,KXMLBGAME-26JUL211840LADPHI,https://news.kalshi.com/p/dodgers-vs-phillies-odds-predictions-game-2-july-21,Dodgers vs. Phillies odds: Philadelphia opens as slight favorite in Game 2 showdown,"Dodgers vs. Phillies odds: Philadelphia opens as slight favorite in Game 2 showdown Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts Dodgers vs. Phillies odds: Philadelphia opens as slight favorite in Game 2 showdown Dodgers vs. Phillies odds: Philadelphia opens as slight favorite in Game 2 showdown Traders give the Phillies a 53% chance to win tonight, while Los Angeles holds the NL's best shot at a World Series title at 33%. By",53%,53,%,Discovered from Kalshi News archive page 1,2026-07-21T22:35:10.154Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,1,0,1,1,0,1,2, b heuristic annotation.
82e9d2b8c042cc47,kalshi_archive_002,KXOSCARNOMCIN-27,https://news.kalshi.com/p/the-odyssey-oscar-odds-best-picture-director,"Oscar odds: The Odyssey leads Best Picture, Best Director, and more","Oscar odds: The Odyssey leads Best Picture, Best Director, and more Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts Oscar odds: The Odyssey leads Best Picture, Best Director, and more Oscar odds: The Odyssey leads Best Picture, Best Director, and more Director Christopher Nolan's movie leads across multiple Oscar markets. By Danny Gallagher Jul 22, 2026 Christopher Nolan's The Odyssey isn't just winning over critics . The film a",a nomination for Best Cinematography,,,Discovered from Kalshi News archive page 1,2026-07-22T19:08:35.423Z,platform_owned,kalshi,,exact_identifier,unavailable,0,b,1,0,0,0,1,0,1,2, b heuristic annotation.
45cb45abde8ee023,kalshi_archive_012,KXDPZ-26JULSTORES,https://news.kalshi.com/p/the-week-ahead-big-business-and-big-brother,"Big Brother, Zyn & company KPI odds this week","Big Brother, Zyn & company KPI odds this week Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts The week ahead: Big business and Big Brother The week ahead: Big business and Big Brother From KPIs to the KPOW index, here are the markets that matter for the week of July 20. By Jack Kuveke Jul 20, 2026 Image credit: CBS | Kalshi is not affiliated with Big Brother. Good afternoon, traders. I hope that your weekend was enjoyable and re",Domino's total US stores in Q2?,,,Discovered from Kalshi News archive page 2,2026-07-20T20:31:10.149Z,platform_owned,kalshi,,exact_identifier,unavailable,0,b,1,0,0,0,0,0,1,2, b heuristic annotation.
743d59dadc51d2cc,kalshi_archive_012,KXEARNINGSMENTIONINTC-26JUL23,https://news.kalshi.com/p/the-week-ahead-big-business-and-big-brother,"Big Brother, Zyn & company KPI odds this week","Big Brother, Zyn & company KPI odds this week Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts The week ahead: Big business and Big Brother The week ahead: Big business and Big Brother From KPIs to the KPOW index, here are the markets that matter for the week of July 20. By Jack Kuveke Jul 20, 2026 Image credit: CBS | Kalshi is not affiliated with Big Brother. Good afternoon, traders. I hope that your weekend was enjoyable and re",What will Intel say during their next earnings call?,,,Discovered from Kalshi News archive page 2,2026-07-20T20:31:10.149Z,platform_owned,kalshi,,exact_identifier,unavailable,0,b,1,0,0,0,0,0,1,2, b heuristic annotation.
249a339b27341b2e,kalshi_archive_016,KXWCAWARD-26SBALL,https://news.kalshi.com/p/world-cup-2026-award-odds-golden-boot-golden-ball,"World Cup award odds: Who will win the Golden Boot, Golden Ball, and more?","World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? World Cup award odds: Who will win the Golden Boot, Golden Ball, and more? With the final just hours away, Kalshi markets are pricing every major award By Kalshi News Jul 19, 2026 The 2026 World Cup final is tomorrow at MetLife Stadiu",Silver Ball,90,%,Discovered from Kalshi News archive page 2,2026-07-19T02:15:05.736Z,platform_owned,kalshi,,exact_identifier,historical_price_matched,0,b,1,0,0,1,0,0,1,1, b heuristic annotation.
85a84a7d67800891,kalshi_archive_036,KXB200WS-26JUL17,https://news.kalshi.com/p/compute-forward-curves,Compute forward curves — Kalshi,"Kalshi Announces Compute Forward Curves Sign Up Search News Sports 2026 Midterm Hub Markets Features Interviews Announcements Learn KPOW Authors Home Posts Kalshi Announces Compute Forward Curves, Becoming the Exchange for the  Economy Kalshi Announces Compute Forward Curves, Becoming the Exchange for the  Economy Forward curves for Nvidia B200, H200 and A100 chips — a product built entirely from Kalshi’s own trading activity — will help buyers and sellers of compute lock in prices and offlo",B200,,,Discovered from Kalshi News archive page 4,2026-07-14T15:00:00.000Z,platform_owned,kalshi,,exact_identifier,unavailable,0,b,0,0,0,0,0,0,0,0, b heuristic annotation.
